duration,ResponseId,state,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,delta_timer_First Click,delta_timer_Last Click,delta_timer_Page Submit,delta_timer_Click Count,black_timer_First Click,black_timer_Last Click,black_timer_Page Submit,black_timer_Click Count,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q58,Q59,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q102_1,Q102_2,Q102_3,Q102_4,Q102_5,Q102_6,Q102_7,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q16,Q17,Q18,Q21,Q93,corn_l,corn_h,melon_l,melon_h,maters_l,maters_h,rice_l,rice_h,taters_l,taters_h,corn_low,corn_high,melon_low,melon_high,maters_low,maters_high,rice_low,rice_high,taters_low,taters_high,full_launch,gc,term,target_state,black,attention
649,R_64oWwKSSDpRSVmp,New Jersey,0,0,6.037,0,0,0,70.232,0,,,,,Neither Agree or Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Agree,Strongly Agree,People outside of your race in your local community,0-5%,Neither Agree or Disagree,Strongly Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,Supports the local economy,Price,Healthiness,,,Somewhat responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Neutral,Somewhat important,25 - 34,Female,,,,,,,,,,,,,,,some other race,"Yes, another Hispanic, Latino, or Spanish Origin","$60,000 - $69,999",200,Supermarket,Neutral,23,37,434,594,84,130,138,208,73,124,0.23,0.37,4.34,5.94,0.84,1.3,1.38,2.08,0.73,1.24,1,,,0,0,1
443,R_5cvMmgLXhRXFzix,Tennessee,4.158,9.467,12.212,2,,,,,15.69,40.488,51.301,5,Strongly Agree,Agree,Disagree,Disagree,Disagree,Neither Agree or Disagree,People outside of your race in your local community,6-10%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,Organically grown,,Price,Healthiness,,,Neutral,Slightly influences,Not familiar at all,Not very important,"Yes, I understand the difference",Neutral,Neutral,25 - 34,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",100,Supermarket,Moderately Liberal,30,42,361,633,85,120,157,216,86,110,0.3,0.42,3.61,6.33,0.85,1.2,1.57,2.16,0.86,1.1,1,,,1,1,1
418,R_3DM3eNIFyDIBg4i,Missouri,4.105,4.105,10.658,1,12.431,12.431,14.779,1,,,,,Strongly Agree,Strongly Agree,Disagree,Agree,Neither Agree or Disagree,Strongly Agree,People outside of your race in your local community,0-5%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,,Supports the local economy,Price,,,,Very responsible,Somewhat influences,Slightly familiar,Somewhat important,"Yes, I understand the difference",Very important,Very important,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",180,Farmers Market,Neutral,25,39,383,627,73,122,153,196,88,119,0.25,0.39,3.83,6.27,0.73,1.22,1.53,1.96,0.88,1.19,1,,,1,0,1
516,R_6y1agSrSededqDy,Illinois,10.238,11.131,29.1,2,4.945,32.747,34.101,7,,,,,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Within your race but outside of your local community,0-5%,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,,,Price,Healthiness,,Widely available/ convenient,Neutral,Does not influence,Not familiar at all,Neutral,"Yes, I understand the difference",Somewhat important,Somewhat important,55 - 64,Female,,,,,,Chinese,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",200,Supermarket,Neutral,29,42,355,592,86,126,138,225,84,124,0.29,0.42,3.55,5.92,0.86,1.26,1.38,2.25,0.84,1.24,1,,,1,0,1
262,R_5GcqrZTqVNRhYvT,Missouri,0,0,8.403,0,20.325,20.325,21.655,1,,,,,Agree,Agree,Disagree,Agree,Agree,Agree,People outside of your race in your local community,21-30%,Agree,Agree,Agree,Strongly Agree,Agree,Locally grown,,Supports the local economy,Price,,,,Very responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Very important,Very important,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",150,Supermarket,Extremely Liberal,27,42,405,619,88,119,158,210,84,117,0.27,0.42,4.05,6.19,0.88,1.19,1.58,2.1,0.84,1.17,1,,,1,0,1
569,R_5zd1bSvYaiDTbYR,Louisiana,0,0,3.191,0,,,,,0,0,115.368,0,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,People outside of your race in your local community,0-5%,Agree,Agree,Neither Agree or Disagree,Strongly Agree,Disagree,,Organically grown,Supports the local economy,,Healthiness,,,Neutral,Somewhat influences,Slightly familiar,Neutral,"No, I believe they are the same",Neutral,Not very important,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",150,Supermarket,Extremely Conservative,28,43,427,616,88,130,124,217,77,113,0.28,0.43,4.27,6.16,0.88,1.3,1.24,2.17,0.77,1.13,1,,,1,1,1
990,R_3scZCeRsOj0C5Ub,Missouri,0,0,61.348,0,,,,,0,0,71.762,0,Agree,Agree,Disagree,Agree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,6-10%,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,Supports the local economy,Price,Healthiness,,,Somewhat responsible,Slightly influences,Not familiar at all,Somewhat important,"Yes, I understand the difference",Neutral,Somewhat important,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",80,Supermarket,Slightly Conservative,24,37,407,595,75,120,123,209,82,119,0.24,0.37,4.07,5.95,0.75,1.2,1.23,2.09,0.82,1.19,1,,,1,1,1
214,R_3p3EyltFpzdZAZq,Tennessee,0,0,9.44,0,0,0,12.467,0,,,,,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,6-10%,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,,,Price,Healthiness,,Widely available/ convenient,Somewhat responsible,Somewhat influences,Slightly familiar,Somewhat important,"Yes, but I'm unsure of the difference",Very important,Very important,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",65,Supermarket,Moderately Liberal,27,43,448,588,85,115,149,203,84,124,0.27,0.43,4.48,5.88,0.85,1.15,1.49,2.03,0.84,1.24,1,,,1,0,1
826,R_7iRwbx0aFkdR1al,Tennessee,0,0,153.717,0,,,,,0,0,22.688,0,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Within your race but outside of your local community,6-10%,Neither Agree or Disagree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,Organically grown,,Price,Healthiness,,,Neutral,Slightly influences,Not familiar at all,Neutral,"Yes, I understand the difference",Somewhat important,Neutral,25 - 34,Male,White,,,,,,,,,Vietnamese,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",80,Supermarket,Moderately Liberal,26,42,445,646,77,120,144,213,89,126,0.26,0.42,4.45,6.46,0.77,1.2,1.44,2.13,0.89,1.26,1,,,1,1,1
706,R_1I03Ha7JNEDxsCd,New York,0,0,23.38,0,,,,,0,0,66.947,0,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,People outside of your race in your local community,11-20%,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Locally grown,,Supports the local economy,,Healthiness,,,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Neutral,Not very important,65 - 74,Male,,,,,,,,,,,,,,,some other race,"Yes, Cuban","$20,000 - $29,999",125,Supermarket,Slightly Conservative,30,39,376,631,82,124,145,224,72,124,0.3,0.39,3.76,6.31,0.82,1.24,1.45,2.24,0.72,1.24,1,,,0,1,1
700,R_6XqXCCCiG9oZsBP,Missouri,0,0,21.884,0,,,,,0,0,122.563,0,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,6-10%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Locally grown,,Supports the local economy,Price,,,,Somewhat responsible,Slightly influences,Somewhat familiar,Neutral,"Yes, I understand the difference",Somewhat important,Neutral,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",100,Supermarket,Moderately Conservative,25,42,424,592,86,113,152,206,82,112,0.25,0.42,4.24,5.92,0.86,1.13,1.52,2.06,0.82,1.12,1,,,1,1,1
953,R_7LyDbl838o8rf4R,Mississippi,0,0,12.225,0,,,,,0,0,78,0,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,21-30%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,,Supports the local economy,,Healthiness,,,Somewhat responsible,Slightly influences,Very familar,Somewhat important,"Yes, I understand the difference",Very important,Somewhat important,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",150,Farmers Market,Moderately Conservative,26,40,440,608,90,115,157,194,72,130,0.26,0.4,4.4,6.08,0.9,1.15,1.57,1.94,0.72,1.3,1,,,1,1,1
282,R_1CBaIFowYrQWdXO,Missouri,0.801,2.12,3.677,2,,,,,2.731,61.89,67.874,28,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,11-20%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,Organically grown,Supports the local economy,,,,,Somewhat responsible,Somewhat influences,Very familar,Somewhat important,"Yes, I understand the difference",Very important,Very important,35 - 44,Female,,,,,,,Filipino,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",150,Farmers Market,Slightly Conservative,24,40,403,568,86,117,131,227,87,126,0.24,0.4,4.03,5.68,0.86,1.17,1.31,2.27,0.87,1.26,1,,,1,1,1
250,R_6r1xJKBL68dhfq0,Illinois,0,0,5.744,0,0,0,27.74,0,,,,,Neither Agree or Disagree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,6-10%,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,,Price,Healthiness,,Widely available/ convenient,Not responsible at all,Slightly influences,Slightly familiar,Not important at all,"Yes, I understand the difference",Somewhat important,Neutral,25 - 34,Male,,,,Asian Indian,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",200,Supermarket,Neutral,23,38,423,647,76,123,124,215,75,115,0.23,0.38,4.23,6.47,0.76,1.23,1.24,2.15,0.75,1.15,1,,,1,0,1
365,R_3OqwwsftoNHvxJS,Arkansas,0,0,12.38,0,0,0,20.302,0,,,,,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,6-10%,Strongly Agree,Agree,Agree,Agree,Disagree,,Organically grown,,Price,Healthiness,,,Neutral,Does not influence,Slightly familiar,Neutral,"Yes, I understand the difference",Somewhat important,Somewhat important,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",150,Supermarket,Slightly Liberal,24,43,427,638,77,122,139,225,83,118,0.24,0.43,4.27,6.38,0.77,1.22,1.39,2.25,0.83,1.18,1,,,1,0,
261,R_1solZxlBfDfcO4V,Missouri,0,0,10.617,0,0,0,21.022,0,,,,,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Within your race but outside of your local community,21-30%,Agree,Agree,Agree,Strongly Agree,Agree,,,Supports the local economy,Price,Healthiness,,,Very responsible,Does not influence,Slightly familiar,Somewhat important,"Yes, but I'm unsure of the difference",Somewhat important,Somewhat important,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",125,Supermarket,Moderately Liberal,25,42,442,625,70,123,123,196,80,124,0.25,0.42,4.42,6.25,0.7,1.23,1.23,1.96,0.8,1.24,1,,,1,0,1
336,R_72Fh0CaLSXTxnCU,Louisiana,0,0,10.715,0,,,,,5.461,20.457,27.982,4,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,People outside of your race in your local community,0-5%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,,Supports the local economy,Price,,,,Very responsible,Does not influence,Slightly familiar,Very important,"Yes, but I'm unsure of the difference",Very important,Somewhat important,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",100,Supermarket,Moderately Liberal,25,42,388,577,79,123,154,217,89,127,0.25,0.42,3.88,5.77,0.79,1.23,1.54,2.17,0.89,1.27,1,,,1,1,1
546,R_3oHUemUxOVECbSx,New York,13.929,13.929,15.91,1,22.4,22.4,30.088,1,,,,,Agree,Agree,Disagree,Agree,Agree,Agree,Within your race but outside of your local community,11-20%,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Strongly Agree,,,Organically grown,,Price,Healthiness,,,Very responsible,Slightly influences,Somewhat familiar,Neutral,"No, I believe they are the same",Very important,Neutral,25 - 34,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",100,Supermarket,Moderately Liberal,23,40,391,636,90,116,125,217,85,121,0.23,0.4,3.91,6.36,0.9,1.16,1.25,2.17,0.85,1.21,1,,,0,0,1
619,R_3fPqCwUttkO6BMJ,Louisiana,0,0,11.287,0,,,,,0,0,37.844,0,Strongly Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Within your race but outside of your local community,11-20%,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,,,Supports the local economy,Price,Healthiness,,,Somewhat responsible,Slightly influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Very important,Very important,55 - 64,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",220,Supermarket,Slightly Liberal,27,40,441,584,81,130,146,219,89,122,0.27,0.4,4.41,5.84,0.81,1.3,1.46,2.19,0.89,1.22,1,,,1,1,1
481,R_7msmh4g8RQkEXTt,Mississippi,2.975,2.975,4.164,1,,,,,24.963,38.621,67.496,3,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,6-10%,Agree,Agree,Disagree,Strongly Agree,Neither Agree or Disagree,Locally grown,Organically grown,,Price,,,,Somewhat responsible,Does not influence,Somewhat familiar,Neutral,"Yes, I understand the difference",Somewhat important,Somewhat important,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",300,Supermarket,Neutral,24,36,438,647,70,121,157,193,82,111,0.24,0.36,4.38,6.47,0.7,1.21,1.57,1.93,0.82,1.11,1,,,1,1,1
195,R_1EQlfhWNzLKZIuO,Missouri,2.164,6.447,7.142,3,1.036,10.687,15.68,10,,,,,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,People outside of your race in your local community,6-10%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,,Price,Healthiness,,Widely available/ convenient,Not very responsible,Does not influence,Not familiar at all,Not important at all,"Yes, I understand the difference",Not very important,Not important at all,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",200,Supermarket,Moderately Conservative,29,42,361,575,74,129,150,225,81,125,0.29,0.42,3.61,5.75,0.74,1.29,1.5,2.25,0.81,1.25,1,,,1,0,1
335,R_53ZH9GtQ8Qthkel,Florida,0,0,11.82,0,38.243,45.428,49.535,3,,,,,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,People outside of your race in your local community,21-30%,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,,Supports the local economy,Price,,,Widely available/ convenient,Not very responsible,Somewhat influences,Very familar,Somewhat important,"Yes, I understand the difference",Not very important,Not very important,25 - 34,Male,White,,,,,,,,,,,,,,some other race,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",200,Supermarket,Neutral,25,40,373,580,87,115,128,226,75,128,0.25,0.4,3.73,5.8,0.87,1.15,1.28,2.26,0.75,1.28,1,,,0,0,1
194,R_7QLvbrIqRdlJskx,Kentucky,0,0,11.705,0,,,,,0,0,16.802,0,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,6-10%,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Locally grown,,,Price,Healthiness,,,Neutral,Somewhat influences,Not familiar at all,Somewhat important,"Yes, but I'm unsure of the difference",Somewhat important,Not very important,18 - 24,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",100,Supermarket,Slightly Conservative,26,38,427,575,82,111,139,220,72,130,0.26,0.38,4.27,5.75,0.82,1.11,1.39,2.2,0.72,1.3,1,,,1,1,1
712,R_7DUzXzf2rXiCA2y,Missouri,0,0,9.201,0,0,0,35.301,0,,,,,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,People outside of your race in your local community,6-10%,Agree,Agree,Agree,Strongly Agree,Disagree,,,,Price,,Sold by a socially responsible compmany,Widely available/ convenient,Somewhat responsible,Does not influence,Slightly familiar,Somewhat important,"Yes, I understand the difference",Somewhat important,Neutral,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",50,Supermarket,Moderately Liberal,27,38,413,638,76,123,142,197,89,127,0.27,0.38,4.13,6.38,0.76,1.23,1.42,1.97,0.89,1.27,1,,,1,0,1
715,R_5VrGQ6tS2cd2Tkt,New York,1.066,2.335,4.502,2,,,,,1.572,55.159,55.97,15,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,21-30%,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,,Organically grown,,Price,Healthiness,,,Neutral,Does not influence,Slightly familiar,Neutral,I'm not sure,Neutral,Neutral,35 - 44,Male,,,,,,,,,Korean,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",100,Supermarket,Moderately Liberal,30,42,428,604,74,125,133,208,83,130,0.3,0.42,4.28,6.04,0.74,1.25,1.33,2.08,0.83,1.3,1,,,0,1,1
359,R_3fm0ZqgVdxyVK13,Louisiana,2.264,2.264,3.1,1,7.081,13.353,14.511,2,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,21-30%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,,Supports the local economy,Price,,,,Very responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Very important,Very important,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",300,Supermarket,Extremely Liberal,26,39,363,621,83,116,134,217,85,130,0.26,0.39,3.63,6.21,0.83,1.16,1.34,2.17,0.85,1.3,1,,,1,0,1
570,R_5DF8EgddSuj4BDX,Mississippi,0,0,18.901,0,36.445,36.445,37.755,1,,,,,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,More than 50%,Strongly Agree,Agree,Neither Agree or Disagree,Strongly Agree,Disagree,,Organically grown,,Price,Healthiness,,,Not very responsible,Slightly influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Somewhat important,Not very important,35 - 44,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",200,Supermarket,Slightly Liberal,26,39,449,617,78,122,154,211,90,114,0.26,0.39,4.49,6.17,0.78,1.22,1.54,2.11,0.9,1.14,1,,,1,0,1
462,R_5ExXHqNXStkx78A,Mississippi,0,0,15.715,0,0,0,18.395,0,,,,,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,11-20%,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Strongly Agree,Neither Agree or Disagree,,,,Price,Healthiness,,Widely available/ convenient,Somewhat responsible,Somewhat influences,Slightly familiar,Somewhat important,"Yes, I understand the difference",Somewhat important,Somewhat important,65 - 74,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",1500,Farmers Market,Moderately Liberal,25,39,423,562,82,116,145,215,70,115,0.25,0.39,4.23,5.62,0.82,1.16,1.45,2.15,0.7,1.15,1,,,1,0,1
528,R_7Qs68p0qID5ueoD,Missouri,0,0,16.029,0,,,,,0,0,54.241,0,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,6-10%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,,Price,Healthiness,,Widely available/ convenient,Somewhat responsible,Slightly influences,Not familiar at all,Neutral,"Yes, but I'm unsure of the difference",Somewhat important,Neutral,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",150,Health/Natural Food Store,Moderately Liberal,25,38,441,620,86,112,132,221,78,126,0.25,0.38,4.41,6.2,0.86,1.12,1.32,2.21,0.78,1.26,1,,,1,1,1
