duration,ResponseId,Q2,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q33_17,Q33_18,Q33_19,Q33_20,Q33_21,Q33_22,Q33_23,Q33_24,Q33_25,Q33_26,Q33_27,Q33_28,Q33_29,Q33_30,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_7_TEXT,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_6_TEXT,Q20_1,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q25,Q26,Q27_1,Q28,Q29_5,Q29_6,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q31
425,R_u9xKTlcgHZjgTMR,Tennessee,,,Hamilton,Memphis bbq,Tobacco ,Oranges,Strongly Agree,Strongly Agree,Strongly Agree,,Blackberries,,Muscadine Grapes,,,,Mushrooms,Sassafras,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",Wild Nuts,Cattails,Wild Herbs,,"No, I have never heard of this before.",,,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Not Concerned at all,,,Checking for ticks after spending time outdoors,,,,,3,Neutral,Trust,Strongly Trust,Strongly Trust,Distrust,Distrust,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",3,Protestant,149,146,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,Farmers market,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)","Bakery, deli, meal or fish market (gourmet or ethnic)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
261,R_umQudvNcuvoM4Zb,Arkansas,,,,Idk..tomato’s?,Tomato's ,Oranges,Strongly Agree,Strongly Agree,Agree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,Social Media,Community Programs or Workshops,,,,Not Concerned at all,,,,,,Other (Please Specify),None,8,Distrust,Neutral,Distrust,Trust,Strongly Distrust,Neutral,18 - 24,Female,,Black or African American,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$40,000 - $49,999",10,Catholic,100,50,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),,,"Supercenter and wholesale (e.g. Walmart, Costco)"
387,R_10GaptmzPokxd1Z,Mississippi,,Jackson,,Barbecue,Corn,Oranges ,Neutral,Neutral,Agree,Pecans,Blackberries,,Muscadine Grapes,,,,,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,Social Media,,,,,Neutral,,Wearing long sleeves and pants when in wooded or grassy areas,,Avoiding areas known for a high presence of Lone Star ticks,,,,5,Neutral,Trust,Neutral,Neutral,Trust,Trust,25 - 34,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",5,Protestant,173,100,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
281,R_RkrN5H3i2ftTnH3,Arkansas,,,,Rice,Rice corn sugar,Oranges ,Neutral,Agree,Neutral,,,,,,,,,,,Wild Nuts,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None,Not Very Concerned,,,,,,Other (Please Specify),None,7,Neutral,Distrust,Trust,Trust,Distrust,Distrust,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",2,None of the above or other,102,40,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
570,R_27qHSd125yjsXQF,Louisiana,Webster,,,Crawfish and Gumbo ,Pecans and peaspeas,Oranges  mango,Neutral,Neutral,Neutral,Pecans,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This survey Arkansas U,Somewhat Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,9,Neutral,Trust,Trust,Neutral,Neutral,Neutral,45 - 54,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",2,None of the above or other,99,16,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,Discount store (e.g. Dollar Store; Aldi)
739,R_1FEucabU1JIF8RW,Louisiana,Bossier,,,"Sugar Cane, soybeans, rice","Corn, soybean, Rice","Oranges, Apples, Onions, Peppers",Agree,Agree,Agree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None of the above,Somewhat Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,5,Neutral,Trust,Trust,Trust,Distrust,Neutral,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",2,Atheist/Agnostic,60,35,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
650,R_2ALKMZRJKRguKd6,Tennessee,,,Davidson,"strawberries, blueberries, apples, tomatoes",I don't know- didn't realize TN was associated with this region- I live in Middle TN and am not a native so I don't know what is grown west of here.,"oranges, grapefruit",Disagree,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),this survey is the first I'm hearing of this,Not Concerned at all,,,,,,Other (Please Specify),"I don't take prevention over things I just found out about but I guess if I were in an area where any kind of tics were in high population, I would use repellant and wear long pants and sleeves",4,Neutral,Neutral,Distrust,Trust,Strongly Distrust,Strongly Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",1,Protestant,20,0,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,Discount store (e.g. Dollar Store; Aldi)
474,R_2VjZ8gsrg9DJ6D3,Tennessee,,,Cheatham,"Soybeans, apples, corn","Corn, tomato, potatoes, pees, beans","Oranges, pears, pineapple ",Agree,Agree,Neutral,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,Social Media,,,,,Not Very Concerned,,,Checking for ticks after spending time outdoors,,,,,3,Trust,Trust,Trust,Neutral,Distrust,Distrust,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",2,Protestant,76,109,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Bakery, deli, meal or fish market (gourmet or ethnic)"
310,R_1M569FUkrsw9mqn,Missouri,,,,Corn and soybeans,Corn and soybeans ,"Orchard fruits, hops, corn for human consumption, native gourds/squash",Agree,Agree,Agree,,,,,,,,,,,,,,None of the above,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,Social Media,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,,,,2,Trust,Strongly Trust,Strongly Trust,Neutral,Neutral,Neutral,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",4,Atheist/Agnostic,151,125,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
245,R_3DkBh8rYioxBmnM,Mississippi,,Quitman,,Fried chicken ,"Chicken, cows ",Organic ,Strongly Disagree,Neutral,Neutral,Pecans,,,,,,,,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",Wild Nuts,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),I haven’t ,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,5,Distrust,Distrust,Neutral,Neutral,Neutral,Strongly Distrust,25 - 34,Male,White,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",,Not religious,86,66,,,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,Discount store (e.g. Dollar Store; Aldi),,,,,"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)"
696,R_2YrAuvAHJ2Gliya,Louisiana,East Baton Rouge,,,Crawfish,Potatoes ,Oysters,Agree,Agree,Agree,,,,,,,,,,,Wild Nuts,,,,"No, I have never heard of this before.",,,,,,Friends or Family,,,Very Concerned,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,10,Neutral,Neutral,Trust,Trust,Strongly Distrust,Strongly Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",2,None of the above or other,25,40,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
702,R_3iKdZd1TWhJ7Kzq,Louisiana,Tangipahoa,,,Shrimp,Catfish ,Oysters ,Agree,Agree,Agree,Pecans,Blackberries,,Muscadine Grapes,,,,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),No one,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,4,Neutral,Neutral,Neutral,Trust,Neutral,Neutral,35 - 44,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",2,None of the above or other,125,20,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
165,R_PFZ8LoPETwqGYet,Arkansas,,,,Cheese,Apples,Pairs,Strongly Disagree,Neutral,Neutral,Pecans,Blackberries,,,,,,,,,Wild Nuts,,,,"Yes, I had heard of Alpha-gal syndrome.",,,,,Community Programs or Workshops,,,,Very Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,7,Distrust,Trust,Trust,Distrust,Neutral,Neutral,18 - 24,Female,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$30,000 - $39,999",8,Catholic,162,195,,,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)"
150,R_1o6FXC5DFEQQJBJ,Louisiana,Caddo,,,Pizza and pasta,Hot dogs and sushi,Pasta,Neutral,Neutral,Neutral,,,,,Pawpaws,,,,,,Wild Nuts,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Neutral,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,6,Neutral,Neutral,Trust,Neutral,Trust,Trust,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",3,Protestant,178,85,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,Discount store (e.g. Dollar Store; Aldi)
540,R_by1rDxOmP8R31ex,Tennessee,,,Shelby,Chicken,Pie,Pasta,Agree,Agree,Agree,,,,,,,,Mushrooms,,,,,,,"No, I have never heard of this before.","Medical professionals (Doctor, Nurse, etc.)",,,,,,,,Not Concerned at all,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,3,Neutral,Neutral,Neutral,Neutral,Neutral,Trust,25 - 34,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",2,None of the above or other,70,80,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
325,R_1ONzvy51FpvgPM6,Tennessee,,,Shelby,Barbecue,Pie,Pasta,Neutral,Neutral,Neutral,Pecans,,,,,,,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),I haven’t,Not Very Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,4,Neutral,Neutral,Neutral,Neutral,Neutral,Trust,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",2,None of the above or other,80,80,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
267,R_3JxUvWlwk2UMQHc,Arkansas,,,,Fried pickles ,Pizza,Pasta,Disagree,Neutral,Strongly Agree,Pecans,Blackberries,,,,,,Mushrooms,,,Wild Nuts,,Wild Herbs,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,Social Media,,Friends or Family,,,Somewhat Concerned,,,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,2,Distrust,Trust,Distrust,Trust,Neutral,Trust,18 - 24,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",4,Protestant,145,69,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)"
167,R_3gTPuPxFEhfd2Fv,Missouri,,,,Corn,Corn,Patatoes,Neutral,Agree,Agree,,Blackberries,,,,,,,,,Wild Nuts,,Wild Herbs,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Not Very Concerned,Using insect repellent when outdoors,,,Avoiding areas known for a high presence of Lone Star ticks,,,,4,Neutral,Trust,Trust,Trust,Distrust,Distrust,18 - 24,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",2,Catholic,45,34,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,,,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)"
363,R_3exjxdpc32Lf7ZY,Tennessee,,,Campbell,Mayhaw,Mushrooms ,Pawpaw,Strongly Agree,Strongly Agree,Strongly Agree,Pecans,Blackberries,Ramps,Muscadine Grapes,Pawpaws,Mayhaw,Persimmons,Mushrooms,Sassafras,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",Wild Nuts,Cattails,Wild Herbs,,"No, but I had heard about a tick bite that makes you allergic to red meat.","Medical professionals (Doctor, Nurse, etc.)",News/Media,"Educational Institutions (Schools, Colleges, etc.)",Social Media,Community Programs or Workshops,Friends or Family,,,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,6,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",3,Muslim,104,36,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,Farmers market,,,"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)"
338,R_2OVERgmImNqKdd3,Tennessee,,,Anderson,Ramps,Blackberries ,Pawpaws,Agree,Strongly Agree,Neutral,Pecans,Blackberries,Ramps,,Pawpaws,Mayhaw,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,,Avoiding areas known for a high presence of Lone Star ticks,,,,8,Trust,Strongly Trust,Neutral,Trust,Strongly Trust,Neutral,35 - 44,Male,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","More than $150,000",4,Muslim,102,140,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
311,R_2RVOZeuWur7zDnd,Louisiana,Ouachita,,,Gumbo,Turnip greens ,Peach,Agree,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None ,Not Very Concerned,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,7,Distrust,Strongly Distrust,Strongly Distrust,Trust,Strongly Distrust,Neutral,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",1,Not religious,74,0,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,Discount store (e.g. Dollar Store; Aldi)
590,R_2wukS23HbH4TsIq,Tennessee,,,Houston,Peach ,Grape ,Peach ,Strongly Agree,Strongly Agree,Strongly Agree,Pecans,,,Muscadine Grapes,,,,,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,,,,"No, I have never heard of this before.","Medical professionals (Doctor, Nurse, etc.)",News/Media,,,,,,,Neutral,,,Checking for ticks after spending time outdoors,,,,,7,Trust,Strongly Trust,Trust,Trust,Trust,Trust,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",3,Catholic,135,0,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)"
