Duration (in seconds),Q2,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q33_17,Q33_18,Q33_19,Q33_20,Q33_21,Q33_22,Q33_23,Q33_24,Q33_25,Q33_26,Q33_27,Q33_28,Q33_29,Q33_30,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_7_TEXT,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_6_TEXT,Q20_1,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q25,Q26,Q27_1,Q28,Q29_5,Q29_6,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q31,opp,gc,term,rid,RISN,V,LS,SVID,transaction_id,PS,Q_BallotBoxStuffing,Q_TotalDuration,Q_CHL,psid,entrySigCheck,race
150,Louisiana,Caddo,,,Pizza and pasta,Hot dogs and sushi,Pasta,Neutral,Neutral,Neutral,,,,,Pawpaws,,,,,,Wild Nuts,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Neutral,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,6,Neutral,Neutral,Trust,Neutral,Trust,Trust,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",3,Protestant,178,85,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,Discount store (e.g. Dollar Store; Aldi),Qual29638-0912-ConsumersStudy[BA],1,,6522d905-ca94-3899-e7b4-c1d317faf513,41868610,H,1338,,,,,150,anonymous,Value will be set from Panel or URL,on,White
267,Arkansas,,,,Fried pickles ,Pizza,Pasta,Disagree,Neutral,Strongly Agree,Pecans,Blackberries,,,,,,Mushrooms,,,Wild Nuts,,Wild Herbs,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,Social Media,,Friends or Family,,,Somewhat Concerned,,,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,2,Distrust,Trust,Distrust,Trust,Neutral,Trust,18 - 24,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",4,Protestant,145,69,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Qual29638-0912-ConsumersStudy[BA],1,,6522d8f0-4e40-72bd-5b86-d25c00d53c44,41868610,H,1338,,,,,267,anonymous,Value will be set from Panel or URL,on,Black/AA
292,Tennessee,,,Hamilton,Corn,Rice,Beef,Neutral,Neutral,Agree,,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.",,News/Media,,,,,,,Not Very Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,5,Trust,Trust,Trust,Trust,Neutral,Distrust,25 - 34,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",3,Catholic,111,38,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,6522d921-9652-01d9-91d0-74025c07d4b9,41868610,H,1338,,,,,292,anonymous,Value will be set from Panel or URL,on,Black/AA
330,Tennessee,,,Warren,I'm not sure,Not sure,Not sure,Neutral,Agree,Neutral,Pecans,Blackberries,,,,,,,,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,Social Media,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,6,Neutral,Trust,Neutral,Neutral,Distrust,Distrust,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",3,Protestant,104,82,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,6522d8e2-a187-553c-3e35-f1bf1fc4aa2a,41868610,H,1338,,,,,330,anonymous,Value will be set from Panel or URL,on,White
423,Mississippi,,Tishomingo,,"Cotton, rice, soybeans",cotton,I don't know,Disagree,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),You,Not Concerned at all,,,,,,Other (Please Specify),None,4,Strongly Distrust,Strongly Distrust,Strongly Distrust,Trust,Strongly Distrust,Strongly Distrust,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",2,Protestant,194,99,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,6522d895-7760-3284-4b77-4ea1228adea6,41868610,H,1338,,,,,423,anonymous,Value will be set from Panel or URL,on,White
350,Arkansas,,,,Corn on the cob ,Burgers,Hot dogs,Agree,Agree,Agree,Pecans,Blackberries,,,,,,Mushrooms,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",Wild Nuts,,Wild Herbs,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,Social Media,,Friends or Family,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,7,Trust,Trust,Neutral,Neutral,Trust,Distrust,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",3,Catholic,150,40,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,6522d971-2e5a-a8b3-4457-bd50db8c6d73,41868610,H,1338,,,,,350,anonymous,Value will be set from Panel or URL,on,White
240,Missouri,,,,Corn,Not sure,Don't know,Neutral,Neutral,Neutral,,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Nobody,Not Very Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,7,Trust,Trust,Trust,Neutral,Distrust,Strongly Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",7,Not religious,150,75,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,6522da57-a62d-70c8-d97b-6a8018288a2a,41868610,H,1338,,,,,240,anonymous,Value will be set from Panel or URL,on,White
182,Arkansas,,,,Idk,Idk,Idk,Neutral,Neutral,Neutral,,,,Muscadine Grapes,,,Persimmons,,Sassafras,,,Cattails,Wild Herbs,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,"Educational Institutions (Schools, Colleges, etc.)",Social Media,,,,,Neutral,,,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,35 - 44,Female,White,Black or African American,,Asian Indian,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$100,000 - $149,999",5,Not religious,123,125,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Qual29638-0912-ConsumersStudy[BA],1,,6522db59-1fd2-82a6-a985-39668155b931,41868610,H,1338,,,,,182,anonymous,Value will be set from Panel or URL,on,
347,Missouri,,,,Watermelon ,Cotton ,Tomatoes ,Neutral,Neutral,Disagree,Pecans,,,,,,,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Survey ,Neutral,Using insect repellent when outdoors,,,,,,,5,Trust,Strongly Trust,Strongly Trust,Neutral,Neutral,Distrust,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",6,Not religious,198,30,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,6522da9c-8f49-48ba-3a9d-f08a51ab4a64,41868610,H,1338,,,,,347,anonymous,Value will be set from Panel or URL,on,White
373,Louisiana,Franklin,,,Deer,Aligator,Tomatos,Agree,Neutral,Disagree,Pecans,Blackberries,,,,,,Mushrooms,Sassafras,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,Cattails,Wild Herbs,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",,"Educational Institutions (Schools, Colleges, etc.)",,,Friends or Family,,,Not Concerned at all,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,10,Neutral,Strongly Trust,Strongly Trust,Neutral,Strongly Distrust,Strongly Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",3,Not religious,152,31,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),,"Bakery, deli, meal or fish market (gourmet or ethnic)",Farmers market,Qual29638-0912-ConsumersStudy[BA],1,,6522dadb-6d4f-476f-eb1d-2f4c49e2f5dd,41868610,H,1338,,,,,373,anonymous,Value will be set from Panel or URL,on,White
702,Arkansas,,,,Chicken,corn,Cattle,Agree,Agree,Neutral,Pecans,,,,,,,,,,,,,,"No, I have never heard of this before.",,,,,,Friends or Family,,,Neutral,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,,,,,,4,Neutral,Trust,Trust,Neutral,Strongly Distrust,Distrust,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",2,Protestant,99,47,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,6522d9cd-5617-6d6e-5366-0b42f7ac47ea,41868610,H,1338,,,,,702,anonymous,Value will be set from Panel or URL,on,White
211,Mississippi,,Issaquena,,French fries,Fish,Grain,Neutral,Strongly Agree,Disagree,,,Ramps,,,Mayhaw,Persimmons,,Sassafras,,Wild Nuts,,Wild Herbs,,"No, I have never heard of this before.",,,,Social Media,,,,,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,1,Neutral,Trust,Distrust,Strongly Distrust,Strongly Trust,Neutral,18 - 24,Non-binary / transgender,,,,Asian Indian,,,,,Korean,,,,Samoan,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",2,Orthodox (such as Greek or Russian Orthodox),55,90,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,Farmers market,,,"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Qual29638-0912-ConsumersStudy[BA],1,,6522dbf2-526a-bb83-aa55-220e24fadc61,41868610,H,1338,,,,,211,anonymous,Value will be set from Panel or URL,on,Asian or Pacific Islander
233,Missouri,,,,Bbq,BBQ,Not sure,Agree,Agree,Agree,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Somewhat Concerned,,,Checking for ticks after spending time outdoors,,,,,6,Trust,Trust,Trust,Neutral,Strongly Distrust,Distrust,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",1,Catholic,97,15,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,Farmers market,,,,,Farmers market,Qual29638-0912-ConsumersStudy[BA],1,,6522dc2e-d23b-f9e3-7a23-fba5bd2a9f0e,41868610,H,1338,,,,,233,anonymous,Value will be set from Panel or URL,on,White
458,Mississippi,,Harrison,,Sweet potatoes,Catfish,As much as possible,Disagree,Neutral,Neutral,Pecans,Blackberries,,Muscadine Grapes,,,Persimmons,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Just now,Not Very Concerned,,,,,,Other (Please Specify),None. I just found out about it,7,Trust,Trust,Neutral,Trust,Neutral,Distrust,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",3,Catholic,120,35,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,6522dbdb-9851-ff9c-3914-233ea08073e5,41868610,H,1338,,,,,458,anonymous,Value will be set from Panel or URL,on,White
340,Missouri,,,,Not sure ,Great ,Nice ,Strongly Agree,Agree,Strongly Agree,,,Ramps,,Pawpaws,Mayhaw,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,,"Educational Institutions (Schools, Colleges, etc.)",,,Friends or Family,,,Very Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,Avoiding areas known for a high presence of Lone Star ticks,,,,7,Strongly Trust,Trust,Strongly Trust,Trust,Distrust,Strongly Trust,35 - 44,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",5,None of the above or other,122,182,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,6522dd77-9419-3b67-e3e1-7188875541bd,41868610,H,1338,,,,,340,anonymous,Value will be set from Panel or URL,on,Black/AA
417,Louisiana,Lafayette,,, Crawfish and shrimp ,Grain ,Bread,Neutral,Agree,Agree,Pecans,,,,Pawpaws,,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Neutral,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,3,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,18 - 24,Female,,Black or African American,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$20,000 - $29,999",4,Buddhist,110,123,,,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,Discount store (e.g. Dollar Store; Aldi),Qual29638-0912-ConsumersStudy[BA],1,,6522dd02-e6c5-dd32-e9a0-f7f9582bfb82,41868610,H,1338,,,,,417,anonymous,Value will be set from Panel or URL,on,
299,Louisiana,Richland,,,Chicken ,I don't know ,Fruit,Disagree,Neutral,Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.","Medical professionals (Doctor, Nurse, etc.)",,,,,,,,Very Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,3,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,25 - 34,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",1,None of the above or other,80,9,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,6522de1c-8205-12f5-665f-097690576cce,41868610,H,1338,,,,,299,anonymous,Value will be set from Panel or URL,on,Black/AA
261,Louisiana,East Carroll,,,Ice cream pizza rolls pizza sandwiches ,Dumpling coffee Lemonade ,Starbucks frappe iced coffee,Agree,Neutral,Disagree,,,,,,,Persimmons,Mushrooms,Sassafras,,Wild Nuts,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,"Educational Institutions (Schools, Colleges, etc.)",,,,,,Somewhat Concerned,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,4,Distrust,Trust,Neutral,Strongly Trust,Distrust,Neutral,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",6,Catholic,112,141,,,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,4JLCBOvXtg6XqQcWigxO3f,29,,261,anonymous,Value will be set from Panel or URL,on,White
468,Missouri,,,,Corn,None ,Don't know ,Neutral,Neutral,Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None ,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,8,Trust,Trust,Neutral,Trust,Trust,Trust,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",3,Protestant,142,98,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",Qual29638-0912-ConsumersStudy[BA],1,,6522de03-7e1b-edbe-3f47-26207ede12f6,41868610,H,1338,,,,,468,anonymous,Value will be set from Panel or URL,on,White
332,Louisiana,Vermillion,,,Sugarcane ,"Sugarcane,  rice",I don't know ,Neutral,Neutral,Neutral,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None,Neutral,,,,,,Other (Please Specify),None,6,Trust,Strongly Trust,Trust,Trust,Trust,Neutral,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",4,Catholic,50,150,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)",Qual29638-0912-ConsumersStudy[BA],1,,6522de87-7a9e-c2c4-3b08-a752e96ee0d8,41868610,H,1338,,,,,332,anonymous,Value will be set from Panel or URL,on,White
