duration,ResponseId,Q2,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q16,Q17,Q18_5,Q21
237,R_38FYzpc0gFl2lLn,California,4.25,1.25,1,0.7,0.25,Strongly agree,4,4,4,4,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,the south,,,,,,,,Louisiana,,Mississippi,Missouri,,,,,55 - 64,Female,,,,,,Chinese,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",40,Supermarket
443,R_5VkhOq1vwKYzAGA,Pennsylvania,5,1.25,2.25,0.8,0.35,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,fertile farmland,,,,,,,,Louisiana,,,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",71,Supermarket
450,R_1N3LoED1Z7fpM8R,Florida,4.25,1.25,1.75,0.7,0.25,Strongly agree,4,5,4,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,I don't know.,I don't know.,Locally grown is superior.,Locally grown is superior.,It's the area at the end of the Mississippi River known for rich farm land,Alabama,,Illinois,,,,,Louisiana,,Mississippi,Missouri,,,,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",155,Supermarket
194,R_5loB3lYnxVTN041,Texas,3.5,0.75,1.25,0.5,0.2,Strongly agree,5,5,3,3,3,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,SOUND GOOD,,,,,,Kansas,Kentucky,Louisiana,,Mississippi,,,,,,55 - 64,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",152,Supermarket
338,R_1MekpnkD3Tr5dmh,South Carolina,4.75,2,2.25,1.2,0.5,Strongly agree,5,3,3,3,3,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Mississippi Delta Region is very beneficial with providing products for everyday things that we need I love that it is locally based and it has Arkansas and Louisana apart of it ,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",200,Supermarket
433,R_3EhV1elKNlWuAqA,Illinois,4.5,1.75,2,1,0.4,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Poor,,,,,,,,Louisiana,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",150,Supermarket
437,R_1252URyJ8HlKJqD,New Hampshire,5.5,2,3.25,1.4,0.45,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,flood zone,,,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",40,Direct from a Producer
151,R_1DjCMcS6KmDWwm3,Texas,3.25,0.75,1.25,0.9,0.3,Strongly agree,5,5,5,5,5,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,They are about the same.,Locally grown is inferior,They are about the same.,I dont know ,,,,,,,,,,Mississippi,,,,,,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",100,Supermarket
217,R_3O1WVfG1JznmrVv,Missouri,4,1,1.75,0.7,0.3,Strongly agree,4,4,3,3,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,underpopulated,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",150,Supermarket
379,R_1Nf7wpGHeV0KAvN,California,3,0.75,1.5,0.6,0.25,Strongly agree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,I don't know.,Locally grown is superior.,The area of farmin in the Delta region,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",120,Farmers Market
192,R_3n7sParVn2LiYpj,New Jersey,4,1.5,1.5,0.9,0.35,Somewhat agree,3,5,4,4,4,Locally grown is superior.,Locally grown is inferior,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is inferior,They are about the same.,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is superior.,Quite good,,,,,,,,,,Mississippi,,,,,,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",140,Supermarket
433,R_7Ey5IeF0k3L7nme,Massachusetts,5,1.75,2,0.9,0.3,Strongly agree,4,4,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,I don't know.,good for local,,,,,,,,,,Mississippi,,,,,,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",87,Supermarket
172,R_6kTa73e3Edpq0lm,Missouri,3,2.25,3.5,0.4,0.35,Somewhat agree,3,4,4,4,5,Locally grown is superior.,They are about the same.,Locally grown is inferior,Locally grown is superior.,Locally grown is superior.,I don't know.,They are about the same.,Locally grown is inferior,Locally grown is inferior,They are about the same.,Locally grown is superior.,Not sure never lived there ,,,,,,,,,,,,,,Tennessee,,45 - 54,Female,,,,,,,,,,,,,,,some other race,"Yes, another Hispanic, Latino, or Spanish Origin","$10,000 - $19,999",122,Supermarket
378,R_6pRV8QmZfonEQen,New Jersey,3,0.75,1.75,0.5,0.2,Strongly agree,4,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Southern hospitality ,Alabama,,,,,,,Louisiana,,Mississippi,,,,Tennessee,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",100,Farmers Market
316,R_3DAXBCMv7pkxV9f,Michigan,2.75,0,1.75,0.8,0.25,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is inferior,They are about the same.,Locally grown is superior.,Locally grown is inferior,They are about the same.,hurricane prone,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",182,Supermarket
202,R_349Q1yFHFvds66B,New Jersey,3.5,1,1.5,0.6,0.2,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,They are about the same.,Locally grown is inferior,I don't know.,Locally grown is superior.,Poluted,,,,,,,,Louisiana,,Mississippi,,,,,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",100,Supermarket
400,R_6qpqdvRzGzL4qp7,Texas,3.5,1,2,0.6,0.35,Strongly agree,5,5,4,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Rich soil ,,,,,,,,Louisiana,,Mississippi,,,,,,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",61,Supermarket
580,R_6bheuG7pHdMqyd3,Minnesota,2.75,1.25,1.75,0.5,0.25,Strongly agree,5,5,4,4,5,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Moist soil,,,,,,,,Louisiana,,Mississippi,,,,,,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",53,Supermarket
379,R_7CwoU0DANcONvMe,Pennsylvania,4.25,1.25,2,1,0.4,Strongly agree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,I don't know.,Wetlands,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",120,Supermarket
1110,R_6LZ1VcV0mBaHh8S,Texas,4.25,1.25,1.75,0.9,0.25,Strongly agree,4,5,3,3,4,I don't know.,Locally grown is superior.,I don't know.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,I don't know.,I don't know.,I don't know.,I don't know.,cool,,,,,,,,,,Mississippi,,,,,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",22,Supermarket
455,R_33ZsYPS6JQnxYam,Georgia,3.75,1,1.5,0.6,0.3,Strongly agree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,I don't know.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,local Food,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,75 - 84,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",108,Farmers Market
121,R_71M0lA798QJHotU,California,6,2.5,3.25,1.3,0.4,Somewhat agree,4,4,4,4,4,Locally grown is inferior,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Its good ,,,Illinois,,,,Kentucky,,,,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",130,Supermarket
225,R_3OVasZvdwhWJDq2,New Jersey,4.5,1.25,1.75,0.7,0.25,Somewhat agree,4,4,3,3,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Region that uses water from the Mississippi river,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,45 - 54,Female,,,,Asian Indian,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",153,Supermarket
340,R_3r6LuxJmL7sjhdw,California,4.75,1.75,2.5,1.1,0.4,Strongly agree,5,5,4,4,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Wet  fertile,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",161,Specialty Food Store
266,R_5iPv9cwrMI00U3h,Massachusetts,3,1.25,1.75,1,0.3,Strongly agree,4,4,3,4,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Hot and wet,Alabama,,,,,,,,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",126,Supermarket
412,R_3caMBw4OWtb5rb3,California,3.5,1,1.75,0.7,0.25,Strongly agree,5,5,4,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,I don't know.,I don't know.,I don't know.,Far away,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",45,Convenience/Corner Store
238,R_1EZopOJ0Xsgw5bF,Connecticut,4.25,1.25,1.75,0.7,0.25,Strongly agree,5,5,2,2,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is inferior,Locally grown is superior.,Locally grown is superior.,I don't know much about it ,Alabama,Arkansas,,,,,,,,Mississippi,,,,Tennessee,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",127,Supermarket
756,R_73mrWbpXxdr8nIf,California,4.25,0,2,0.7,0.25,Neither agree nor disagree,4,3,4,3,5,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,I don't know.,They are about the same.,They are about the same.,They are about the same.,I don't know.,Mild weather,,Arkansas,Illinois,,,,,,,Mississippi,,,,,,75 - 84,Female,White,,,,,,,,,,,,,,,"Yes, Puerto Rican","$20,000 - $29,999",89,Supermarket
375,R_6eawQYtZ3vkO8wK,North Carolina,4.75,2,2.5,1,0.5,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Rich soil,Alabama,Arkansas,,,,,,Louisiana,,,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",161,Supermarket
1056,R_7KTwFnsy1IsbosN,Florida,2.25,2.5,1.75,1,0.35,Strongly agree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is inferior,Locally grown is superior.,Locally grown is superior.,Superior ,Alabama,,,,,,Kentucky,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",98,Supermarket
183,R_7QyguuOKxnIeJQy,Connecticut,4.25,1.25,1.75,0.7,0.25,Strongly agree,4,4,3,3,3,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Hot humid ,,,,,,,,,,Mississippi,,,,,,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",163,Supermarket
385,R_61QRJy11hZ6NFIZ,Oklahoma,4.5,1.25,1.75,0.7,0.25,Somewhat agree,5,4,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,I don't know.,Locally grown is superior.,They are about the same.,I don't know.,Locally grown is superior.,Birds   Rich soil,,,,,,,,,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",200,Farmers Market
